Student ID,student_name,gender,grade,school_name,reading_score,math_score
19690,Tina Rodriguez,F,9th,Bailey High School,92,84
26211,Tina Rojas,F,10th,Rodriguez High School,89,67
14863,Tina Ryan,F,9th,Wilson High School,80,79
19330,Tina Salazar,F,10th,Bailey High School,76,63
38819,Tina Salazar,F,12th,Thomas High School,82,98
29824,Tina Sandoval,F,9th,Rodriguez High School,66,63
13251,Tina Sellers,F,9th,Griffin High School,94,71
6047,Tina Smith,F,9th,Shelton High School,75,83
25276,Tina Smith,F,10th,Wright High School,92,89
32971,Tina Smith,F,9th,Johnson High School,90,83
16385,Tina Snyder,F,10th,Cabrera High School,89,97
28879,Tina Taylor,F,11th,Rodriguez High School,97,82
6816,Tina Valencia,F,11th,Shelton High School,94,94
9044,Tina Vargas,F,9th,Hernandez High School,77,97
19156,Tina Walker,F,10th,Bailey High School,96,98
36550,Tina Ward,F,11th,Ford High School,84,64
13546,Tina Waters,F,12th,Griffin High School,76,74
14979,Tina White,F,9th,Wilson High School,69,90
21010,Tina Wilson,F,10th,Bailey High School,82,86
33788,Tina Wilson,F,10th,Johnson High School,74,73
4596,Tina Wise,F,11th,Figueroa High School,63,78
21178,Todd Adams,M,11th,Bailey High School,71,91
13585,Todd Anderson,M,9th,Griffin High School,71,99
19865,Todd Andrews,M,10th,Bailey High School,77,73
5868,Todd Barber,M,11th,Shelton High School,95,99
34368,Todd Beck,M,11th,Johnson High School,77,93
16802,Todd Bowers,M,10th,Cabrera High School,72,81
18788,Todd Bradshaw,M,11th,Bailey High School,95,71
25283,Todd Browning,M,9th,Wright High School,74,80
2872,Todd Butler,M,9th,Huang High School,93,66
12983,Todd Camacho,M,9th,Griffin High School,71,81
278,Todd Carrillo,M,10th,Huang High School,80,99
15880,Todd Carroll,M,12th,Wilson High School,86,88
33122,Todd Carter,M,10th,Johnson High School,94,69
29434,Todd Cox,M,11th,Rodriguez High School,86,72
1026,Todd Cunningham,M,9th,Huang High School,94,62
17232,Todd Davidson,M,10th,Cabrera High School,73,83
20532,Todd Davis,M,9th,Bailey High School,93,75
6779,Todd Dean,M,10th,Shelton High School,69,96
35750,Todd Diaz,M,10th,Ford High School,91,76
9535,Todd Dixon,M,9th,Hernandez High School,95,68
11168,Todd Doyle,M,12th,Hernandez High School,69,78
38866,Todd Fields,M,11th,Thomas High School,85,95
25024,Todd Graham,M,9th,Wright High School,73,87
21079,Todd Grant Jr.,M,9th,Bailey High School,71,81
20328,Todd Guzman,M,10th,Bailey High School,88,62
6030,Todd Holmes,M,12th,Shelton High School,93,76
11946,Todd Hughes,M,9th,Hernandez High School,95,67
17458,Todd Hunter,M,12th,Cabrera High School,81,87
6501,Todd Johnson,M,12th,Shelton High School,70,91
34587,Todd Johnson,M,10th,Johnson High School,85,62
38571,Todd Johnson,M,9th,Thomas High School,79,85
30875,Todd Jones,M,12th,Johnson High School,69,75
13562,Todd Knight,M,11th,Griffin High School,80,98
320,Todd Levy,M,12th,Huang High School,91,94
7974,Todd Lopez,M,11th,Hernandez High School,68,99
4939,Todd Martinez,M,11th,Figueroa High School,86,95
4520,Todd Mason,M,11th,Figueroa High School,99,57
14021,Todd Mcclure,M,10th,Wilson High School,82,96
22150,Todd Mckee,M,10th,Bailey High School,90,65
27917,Todd Mitchell,M,10th,Rodriguez High School,73,67
36074,Todd Molina,M,9th,Ford High School,85,77
34332,Todd Morales,M,12th,Johnson High School,77,72
5834,Todd Morris,M,12th,Figueroa High School,67,83
28618,Todd Nelson,M,10th,Rodriguez High School,95,56
10394,Todd Ochoa,M,9th,Hernandez High School,63,78
3096,Todd Olson,M,10th,Figueroa High School,75,68
4948,Todd Padilla,M,12th,Figueroa High School,87,66
23328,Todd Parker,M,9th,Pena High School,77,95
32141,Todd Parsons,M,12th,Johnson High School,92,82
12624,Todd Patrick,M,10th,Griffin High School,70,75
3414,Todd Perry,M,11th,Figueroa High School,73,90
5192,Todd Phillips,M,10th,Figueroa High School,92,90
30365,Todd Porter,M,10th,Johnson High School,81,55
32182,Todd Powers,M,11th,Johnson High School,66,66
1707,Todd Ramirez,M,10th,Huang High School,65,73
21931,Todd Rose,M,11th,Bailey High School,77,99
29467,Todd Sandoval DVM,M,10th,Rodriguez High School,89,90
26293,Todd Santos,M,11th,Rodriguez High School,84,75
20016,Todd Simmons,M,9th,Bailey High School,78,55
36566,Todd Skinner,M,9th,Ford High School,70,61
9648,Todd Smith,M,9th,Hernandez High School,92,62
34100,Todd Smith,M,10th,Johnson High School,65,86
4207,Todd Thompson,M,9th,Figueroa High School,79,59
6926,Todd Trevino,M,11th,Shelton High School,91,85
35606,Todd Turner DDS,M,9th,Ford High School,67,67
16046,Todd Wade,M,9th,Cabrera High School,73,87
17138,Todd Walls,M,10th,Cabrera High School,86,97
31594,Todd Webster,M,9th,Johnson High School,84,93
3582,Todd Welch,M,11th,Figueroa High School,82,65
731,Todd Williams,M,11th,Huang High School,98,79
21822,Todd Williams,M,9th,Bailey High School,85,72
22419,Todd Williams,M,9th,Bailey High School,83,73
31532,Todd Wilson,M,9th,Johnson High School,81,67
10309,Todd Young,M,10th,Hernandez High School,92,85
32744,Tom Beck,M,12th,Johnson High School,84,97
28750,Tom Kelly,M,11th,Rodriguez High School,76,83
30526,Tom Nguyen,M,11th,Johnson High School,78,61
12933,Tom Patterson,M,12th,Griffin High School,74,92
30442,Tom Robinson,M,10th,Johnson High School,82,67
26016,Tom Wallace,M,12th,Wright High School,90,90
23425,Tommy Baird,M,12th,Pena High School,78,76
29013,Tommy Becker,M,9th,Rodriguez High School,75,83
10661,Tommy Bowers,M,11th,Hernandez High School,90,96
28444,Tommy Daniels,M,12th,Rodriguez High School,88,87
32620,Tommy Dorsey,M,9th,Johnson High School,85,94
12713,Tommy Gray,M,12th,Griffin High School,88,86
7535,Tommy Jackson,M,9th,Shelton High School,72,87
28105,Tommy Johnson,M,12th,Rodriguez High School,71,57
28537,Tommy Martinez,M,10th,Rodriguez High School,90,77
5498,Tommy Michael,M,9th,Figueroa High School,97,72
1758,Tommy Mitchell,M,12th,Huang High School,78,94
647,Tommy Smith,M,9th,Huang High School,70,98
3331,Tommy Stone,M,10th,Figueroa High School,95,89
36857,Tommy Wade,M,9th,Ford High School,96,62
14859,Toni Anderson,F,9th,Wilson High School,77,98
6431,Toni Carroll,F,11th,Shelton High School,92,80
4587,Toni Duncan,F,9th,Figueroa High School,72,83
36312,Toni Graham DDS,F,12th,Ford High School,93,80
27898,Toni Jimenez,F,11th,Rodriguez High School,93,84
12588,Toni Johnson,F,11th,Griffin High School,75,76
35820,Toni Munoz,F,10th,Ford High School,93,84
436,Toni Porter,F,11th,Huang High School,92,72
20415,Toni Roberts,F,10th,Bailey High School,87,74
33592,Toni Rubio,F,10th,Johnson High School,68,82
12957,Toni Scott,F,11th,Griffin High School,94,79
16181,Toni Shaw,F,9th,Cabrera High School,86,92
35996,Toni Sullivan,F,12th,Ford High School,68,58
5810,Tony Adams DDS,M,9th,Figueroa High School,96,77
36930,Tony Anderson,M,10th,Ford High School,86,91
11143,Tony Anthony,M,11th,Hernandez High School,71,58
30738,Tony Bailey,M,12th,Johnson High School,75,74
32256,Tony Barnes,M,12th,Johnson High School,65,67
1881,Tony Bass,M,9th,Huang High School,74,74
35078,Tony Bennett,M,9th,Ford High School,95,64
38636,Tony Byrd,M,10th,Thomas High School,87,85
5608,Tony Casey,M,10th,Figueroa High School,78,89
2351,Tony Chan,M,10th,Huang High School,82,66
32184,Tony Chan,M,9th,Johnson High School,93,88
7272,Tony Cruz,M,10th,Shelton High School,81,80
15694,Tony Daniels,M,12th,Wilson High School,73,99
26196,Tony Davidson,M,9th,Rodriguez High School,86,90
3722,Tony Diaz,M,10th,Figueroa High School,68,69
36347,Tony Ferguson,M,10th,Ford High School,95,94
23941,Tony Garner,M,9th,Pena High School,78,70
33342,Tony Griffin,M,10th,Johnson High School,86,83
38584,Tony Hoover,M,9th,Thomas High School,87,80
30804,Tony Horne,M,11th,Johnson High School,68,83
13705,Tony Howard,M,9th,Griffin High School,80,88
19994,Tony Hunt,M,11th,Bailey High School,80,88
10141,Tony Jacobson,M,10th,Hernandez High School,71,83
25767,Tony Jones,M,11th,Wright High School,88,79
14701,Tony Lopez,M,9th,Wilson High School,74,76
27181,Tony Mckenzie,M,10th,Rodriguez High School,65,58
6420,Tony Melendez,M,9th,Shelton High School,93,91
23770,Tony Miller,M,10th,Pena High School,81,75
3209,Tony Moss,M,9th,Figueroa High School,90,80
19535,Tony Nelson,M,9th,Bailey High School,64,85
16845,Tony Nunez,M,10th,Cabrera High School,76,89
35319,Tony Pena,M,9th,Ford High School,65,98
24018,Tony Peterson,M,11th,Pena High School,92,97
24778,Tony Phillips,M,9th,Wright High School,88,72
11093,Tony Pierce,M,11th,Hernandez High School,70,66
11811,Tony Powell,M,11th,Hernandez High School,67,88
4138,Tony Ramirez,M,10th,Figueroa High School,96,59
15042,Tony Ramos,M,10th,Wilson High School,90,76
13056,Tony Richards,M,9th,Griffin High School,71,75
36179,Tony Robertson II,M,9th,Ford High School,66,93
5239,Tony Rodriguez,M,12th,Figueroa High School,73,78
9752,Tony Rogers,M,12th,Hernandez High School,77,66
29610,Tony Ruiz,M,11th,Rodriguez High School,97,70
31185,Tony Sandoval,M,11th,Johnson High School,63,84
27473,Tony Short,M,9th,Rodriguez High School,65,79
8734,Tony Smith,M,9th,Hernandez High School,81,93
26452,Tony Stanley,M,12th,Rodriguez High School,63,78
34556,Tony Walker,M,12th,Johnson High School,75,63
9111,Tony White,M,9th,Hernandez High School,91,76
25623,Tony Wilson,M,12th,Wright High School,71,76
16184,Tonya Anderson,F,10th,Cabrera High School,97,80
21836,Tonya Armstrong,F,11th,Bailey High School,85,84
11999,Tonya Brown,F,12th,Hernandez High School,77,77
14386,Tonya Burns,F,10th,Wilson High School,85,94
29539,Tonya Butler,F,9th,Rodriguez High School,77,82
20693,Tonya Cortez,F,12th,Bailey High School,63,59
36442,Tonya Cortez,F,9th,Ford High School,91,63
3099,Tonya Delgado,F,10th,Figueroa High School,95,74
36928,Tonya Duncan,F,12th,Ford High School,77,68
32957,Tonya Eaton,F,12th,Johnson High School,96,86
3584,Tonya Ferguson,F,11th,Figueroa High School,94,59
36605,Tonya Figueroa,F,11th,Ford High School,73,96
27723,Tonya Gardner,F,11th,Rodriguez High School,82,68
11009,Tonya Gonzales,F,10th,Hernandez High School,64,75
32596,Tonya Haley,F,9th,Johnson High School,87,90
31110,Tonya Hall,F,10th,Johnson High School,71,80
35893,Tonya Hanna,F,9th,Ford High School,79,67
13483,Tonya Harrington,F,10th,Griffin High School,73,72
22795,Tonya Hawkins,F,10th,Bailey High School,68,81
15940,Tonya Henry MD,F,11th,Wilson High School,85,78
5590,Tonya Hernandez,F,12th,Figueroa High School,92,81
22924,Tonya Hodges,F,11th,Holden High School,77,69
25466,Tonya Howard,F,10th,Wright High School,70,82
27251,Tonya Howard,F,10th,Rodriguez High School,77,67
27834,Tonya Johnson,F,11th,Rodriguez High School,87,79
32107,Tonya Johnson,F,9th,Johnson High School,63,74
16092,Tonya Lewis,F,10th,Cabrera High School,82,76
12179,Tonya Logan,F,11th,Hernandez High School,75,91
27965,Tonya Mendoza,F,10th,Rodriguez High School,77,64
33258,Tonya Moore,F,9th,Johnson High School,77,93
12282,Tonya Myers,F,9th,Griffin High School,78,76
37459,Tonya Neal,F,9th,Ford High School,84,85
17837,Tonya Nelson,F,9th,Cabrera High School,77,96
2508,Tonya Ortiz,F,11th,Huang High School,64,68
13676,Tonya Owens,F,11th,Griffin High School,69,74
29769,Tonya Park,F,11th,Rodriguez High School,79,74
13938,Tonya Patterson,F,9th,Wilson High School,90,72
12673,Tonya Ramos,F,9th,Griffin High School,91,85
27368,Tonya Rubio,F,10th,Rodriguez High School,84,77
5974,Tonya Saunders,F,12th,Shelton High School,88,97
18722,Tonya Saunders,F,9th,Bailey High School,96,96
3066,Tonya Schultz,F,11th,Figueroa High School,67,62
2789,Tonya Smith,F,12th,Huang High School,82,96
10326,Tonya Smith,F,9th,Hernandez High School,66,80
2432,Tonya Stout,F,10th,Huang High School,84,72
1806,Tonya Taylor,F,9th,Huang High School,96,83
34404,Tonya Wade,F,10th,Johnson High School,84,59
19562,Tonya Walsh,F,9th,Bailey High School,99,61
25812,Tonya Ward,F,11th,Wright High School,99,80
8920,Tonya Wood,F,11th,Hernandez High School,82,62
2369,Tracey Anderson,F,10th,Huang High School,93,70
18230,Tracey Benson,F,9th,Bailey High School,93,65
4412,Tracey Campbell,F,10th,Figueroa High School,94,99
329,Tracey Crane,F,9th,Huang High School,77,97
3820,Tracey Crawford,F,9th,Figueroa High School,66,90
11884,Tracey Curtis,F,11th,Hernandez High School,68,73
31992,Tracey Evans,F,9th,Johnson High School,82,69
8362,Tracey Hall,F,9th,Hernandez High School,74,65
16255,Tracey Harrison,F,10th,Cabrera High School,87,77
38841,Tracey Hernandez,F,10th,Thomas High School,84,98
28358,Tracey Jackson,F,10th,Rodriguez High School,87,88
1689,Tracey Johnson,F,10th,Huang High School,86,81
4373,Tracey Lambert,F,9th,Figueroa High School,93,58
38956,Tracey Liu,F,11th,Thomas High School,81,75
29323,Tracey Lopez,F,12th,Rodriguez High School,90,57
36490,Tracey Mckee,F,12th,Ford High School,88,87
2900,Tracey Meza,F,10th,Huang High School,72,68
3677,Tracey Nguyen,F,9th,Figueroa High School,68,55
19487,Tracey Ochoa,F,9th,Bailey High School,75,67
27,Tracey Oconnor,F,10th,Huang High School,80,58
14726,Tracey Rasmussen,F,11th,Wilson High School,88,79
29837,Tracey Rodriguez,F,10th,Rodriguez High School,87,71
1764,Tracey Santana,F,11th,Huang High School,64,65
35578,Tracey Smith,F,9th,Ford High School,64,58
15569,Tracey Snyder,F,12th,Wilson High School,71,93
27766,Tracey Stanley,F,12th,Rodriguez High School,69,96
7965,Tracey Stevens,F,9th,Hernandez High School,71,84
8354,Tracey Thomas,F,12th,Hernandez High School,99,68
3472,Tracey Thompson,F,9th,Figueroa High School,96,69
4549,Tracey Walker,F,10th,Figueroa High School,75,90
29857,Tracey Walsh,F,10th,Rodriguez High School,63,89
22458,Tracey Wilson,F,12th,Bailey High School,72,85
54,Tracey Yates,F,9th,Huang High School,83,68
26419,Traci Allen,F,9th,Rodriguez High School,67,76
23826,Traci Blanchard MD,F,12th,Pena High School,95,95
24525,Traci Bolton,F,10th,Wright High School,83,73
28285,Traci Burch,F,12th,Rodriguez High School,92,64
32688,Traci Byrd,F,9th,Johnson High School,65,63
2074,Traci Chavez,F,9th,Huang High School,97,66
23595,Traci Green,F,11th,Pena High School,78,87
36440,Traci Harper,F,10th,Ford High School,87,55
19256,Traci Harrison,F,10th,Bailey High School,94,55
2045,Traci Holt,F,10th,Huang High School,69,76
2130,Traci Horton,F,12th,Huang High School,80,76
29922,Traci Jones,F,10th,Rodriguez High School,90,90
33622,Traci Maynard,F,12th,Johnson High School,81,71
5535,Traci Obrien DDS,F,10th,Figueroa High School,68,92
7972,Traci Ortega,F,9th,Hernandez High School,69,57
1109,Traci Pearson,F,11th,Huang High School,89,69
7385,Traci Price,F,10th,Shelton High School,83,84
962,Traci Ramirez,F,10th,Huang High School,95,99
32771,Traci Stanley,F,10th,Johnson High School,67,73
2849,Traci Stewart,F,11th,Huang High School,95,96
14587,Traci Taylor,F,9th,Wilson High School,92,90
24341,Traci Wheeler,F,9th,Wright High School,69,98
38206,Traci White,F,10th,Thomas High School,82,92
4831,Traci Woodward,F,9th,Figueroa High School,69,86
399,Tracie Abbott,F,12th,Huang High School,72,69
33891,Tracie Drake,F,12th,Johnson High School,82,84
7252,Tracie Edwards,F,9th,Shelton High School,70,73
31219,Tracie Hudson,F,12th,Johnson High School,95,86
6641,Tracie Martinez,F,12th,Shelton High School,78,89
33692,Tracie Simpson,F,9th,Johnson High School,95,76
38442,Tracie Stewart,F,10th,Thomas High School,82,77
15001,Tracie Villanueva,F,9th,Wilson High School,96,88
4245,Tracy Allen,F,11th,Figueroa High School,79,87
13748,Tracy Allen,F,12th,Wilson High School,86,71
17679,Tracy Anderson,F,10th,Cabrera High School,83,94
558,Tracy Andrade,M,9th,Huang High School,96,77
23069,Tracy Arroyo,F,12th,Holden High School,81,98
29799,Tracy Bartlett,F,10th,Rodriguez High School,86,89
20112,Tracy Beck,F,11th,Bailey High School,72,59
12727,Tracy Benson,M,9th,Griffin High School,84,93
9021,Tracy Bishop,F,10th,Hernandez High School,79,78
27680,Tracy Blankenship,F,11th,Rodriguez High School,83,80
26181,Tracy Boyd,F,11th,Rodriguez High School,89,80
6063,Tracy Brown,M,12th,Shelton High School,81,93
12341,Tracy Brown,F,11th,Griffin High School,74,86
32464,Tracy Brown,F,10th,Johnson High School,81,62
6918,Tracy Byrd,M,9th,Shelton High School,70,95
10894,Tracy Cantrell,M,10th,Hernandez High School,94,73
13185,Tracy Carpenter,F,9th,Griffin High School,70,84
30969,Tracy Carr,F,9th,Johnson High School,67,89
6235,Tracy Carrillo,F,12th,Shelton High School,72,99
10438,Tracy Casey,F,12th,Hernandez High School,70,91
19343,Tracy Chapman,F,9th,Bailey High School,75,57
10861,Tracy Charles,F,12th,Hernandez High School,71,86
35449,Tracy Cole,F,12th,Ford High School,67,94
4494,Tracy Cuevas,F,9th,Figueroa High School,69,94
18924,Tracy Daniels,M,10th,Bailey High School,64,78
3156,Tracy David,F,11th,Figueroa High School,66,75
31587,Tracy Davis,F,12th,Johnson High School,93,55
38402,Tracy Dawson,F,10th,Thomas High School,88,90
27722,Tracy Dean,F,9th,Rodriguez High School,65,80
3328,Tracy Dennis,F,11th,Figueroa High School,63,98
10871,Tracy Diaz,F,9th,Hernandez High School,99,58
21150,Tracy Duran,F,12th,Bailey High School,68,59
22078,Tracy Espinoza,M,9th,Bailey High School,71,86
32004,Tracy Flores,F,9th,Johnson High School,95,87
11369,Tracy Ford,F,11th,Hernandez High School,76,59
22438,Tracy Ford,F,10th,Bailey High School,97,64
30085,Tracy Garrison,F,11th,Johnson High School,71,57
13067,Tracy Gonzalez,F,12th,Griffin High School,72,78
7246,Tracy Green,F,10th,Shelton High School,93,70
15972,Tracy Haas,M,10th,Wilson High School,93,69
28713,Tracy Hayes,F,12th,Rodriguez High School,73,99
14910,Tracy Herrera,F,11th,Wilson High School,94,80
11997,Tracy Hines,F,10th,Hernandez High School,69,90
30797,Tracy Hughes,F,11th,Johnson High School,70,58
33359,Tracy Jackson,F,12th,Johnson High School,95,72
15739,Tracy Johnson,F,10th,Wilson High School,89,72
14213,Tracy Jones,F,10th,Wilson High School,69,93
19569,Tracy Kaiser,F,10th,Bailey High School,85,70
30161,Tracy Kim,F,10th,Johnson High School,83,92
37204,Tracy Lawrence,F,9th,Ford High School,92,56
35944,Tracy Le,F,9th,Ford High School,97,65
20121,Tracy Lewis,M,10th,Bailey High School,85,69
38409,Tracy Lewis,F,12th,Thomas High School,78,81
1051,Tracy Lowery,F,9th,Huang High School,90,65
22536,Tracy Lowery,F,9th,Bailey High School,72,69
12571,Tracy May,F,11th,Griffin High School,69,92
35971,Tracy Mcdonald,F,12th,Ford High School,86,55
17648,Tracy Melton,F,9th,Cabrera High School,94,86
33200,Tracy Merritt,F,11th,Johnson High School,73,67
23695,Tracy Meza,F,11th,Pena High School,77,72
4637,Tracy Moore,F,10th,Figueroa High School,65,79
30685,Tracy Morgan,F,11th,Johnson High School,81,83
20171,Tracy Morrison,M,9th,Bailey High School,66,66
21171,Tracy Nguyen,F,10th,Bailey High School,72,69
38587,Tracy Nguyen,M,9th,Thomas High School,99,93
38483,Tracy Noble,F,10th,Thomas High School,75,96
28926,Tracy Parsons,F,10th,Rodriguez High School,75,88
3784,Tracy Patel,M,12th,Figueroa High School,69,64
8641,Tracy Paul,M,10th,Hernandez High School,98,85
19680,Tracy Perez,F,10th,Bailey High School,98,61
6242,Tracy Peters,F,12th,Shelton High School,72,92
27184,Tracy Pitts,F,12th,Rodriguez High School,72,93
3843,Tracy Proctor,F,9th,Figueroa High School,68,98
28973,Tracy Ramirez,F,11th,Rodriguez High School,67,75
24598,Tracy Richards,F,11th,Wright High School,86,88
15633,Tracy Robertson,F,9th,Wilson High School,97,83
11356,Tracy Robles,M,12th,Hernandez High School,87,81
18492,Tracy Rodriguez,F,9th,Bailey High School,96,99
25102,Tracy Rodriguez,F,9th,Wright High School,70,77
27084,Tracy Rodriguez,F,9th,Rodriguez High School,89,67
10420,Tracy Rush,F,9th,Hernandez High School,80,56
19966,Tracy Russell,F,12th,Bailey High School,63,81
37516,Tracy Sanchez,F,11th,Ford High School,76,75
11992,Tracy Schneider,F,9th,Hernandez High School,97,93
28995,Tracy Schneider,F,12th,Rodriguez High School,71,82
15856,Tracy Serrano,F,9th,Wilson High School,76,99
11721,Tracy Small,F,12th,Hernandez High School,96,72
3646,Tracy Smith,F,9th,Figueroa High School,79,80
22678,Tracy Smith,F,12th,Bailey High School,94,58
24060,Tracy Smith,F,9th,Pena High School,87,71
21808,Tracy Stein,F,9th,Bailey High School,66,73
10302,Tracy Thomas,F,9th,Hernandez High School,96,99
28255,Tracy Torres,F,10th,Rodriguez High School,71,58
21135,Tracy Vazquez,F,10th,Bailey High School,84,76
5518,Tracy Walker,F,10th,Figueroa High School,64,83
15022,Tracy Walker,M,10th,Wilson High School,87,69
15030,Tracy Welch,F,10th,Wilson High School,86,75
21699,Tracy Wells,F,10th,Bailey High School,81,68
37102,Tracy West,F,11th,Ford High School,94,57
4717,Tracy Williams,M,12th,Figueroa High School,94,70
14906,Tracy Wong,F,9th,Wilson High School,80,69
1206,Tracy Woods,M,9th,Huang High School,89,62
27280,Tracy Young,F,11th,Rodriguez High School,65,90
27320,Tracy Young,F,9th,Rodriguez High School,65,83
23455,Travis Allison,M,10th,Pena High School,92,95
26933,Travis Anderson,M,11th,Rodriguez High School,77,80
28245,Travis Anderson,M,9th,Rodriguez High School,84,64
33847,Travis Anderson,M,10th,Johnson High School,68,79
9475,Travis Austin,M,12th,Hernandez High School,93,96
30305,Travis Baker,M,12th,Johnson High School,91,59
14504,Travis Banks,M,9th,Wilson High School,99,81
14098,Travis Barnes,M,11th,Wilson High School,93,96
21968,Travis Brandt,M,11th,Bailey High School,98,66
16317,Travis Cantrell,M,12th,Cabrera High School,84,95
9623,Travis Carter,M,11th,Hernandez High School,98,75
11169,Travis Cervantes,M,12th,Hernandez High School,77,99
23277,Travis Chavez,M,11th,Pena High School,78,71
37628,Travis Cole,M,12th,Thomas High School,81,79
30869,Travis Coleman,M,12th,Johnson High School,79,81
18605,Travis Compton,M,9th,Bailey High School,69,97
27578,Travis Cross,M,9th,Rodriguez High School,65,57
18366,Travis Davis,M,10th,Bailey High School,79,70
26371,Travis Dennis,M,12th,Rodriguez High School,73,89
8005,Travis Diaz,M,9th,Hernandez High School,64,98
26930,Travis Fernandez,M,9th,Rodriguez High School,85,88
426,Travis Frazier,M,12th,Huang High School,75,68
28910,Travis Graham,M,10th,Rodriguez High School,86,84
17730,Travis Green,M,11th,Cabrera High School,85,84
22427,Travis Green,M,9th,Bailey High School,98,74
24257,Travis Hall,M,10th,Wright High School,87,96
34450,Travis Harrington,M,10th,Johnson High School,80,68
4858,Travis Harris,M,9th,Figueroa High School,81,72
8404,Travis Hatfield,M,10th,Hernandez High School,79,69
18780,Travis Heath,M,9th,Bailey High School,78,56
10598,Travis Hernandez,M,10th,Hernandez High School,68,99
34013,Travis Hill,M,12th,Johnson High School,69,71
23078,Travis Hopkins,M,12th,Holden High School,98,93
29296,Travis Howell,M,9th,Rodriguez High School,69,71
190,Travis Jackson,M,11th,Huang High School,86,96
19456,Travis Jimenez,M,10th,Bailey High School,92,64
10492,Travis Johnson,M,9th,Hernandez High School,84,57
38459,Travis Johnson,M,10th,Thomas High School,96,90
4672,Travis Jones,M,11th,Figueroa High School,87,97
5997,Travis Jones,M,10th,Shelton High School,80,83
34639,Travis Jones,M,10th,Johnson High School,78,98
3510,Travis Lee,M,10th,Figueroa High School,69,72
21073,Travis Lopez,M,9th,Bailey High School,91,82
18662,Travis Lowery,M,12th,Bailey High School,73,59
10717,Travis Martinez,M,11th,Hernandez High School,67,60
10039,Travis Massey,M,11th,Hernandez High School,81,62
27717,Travis Mcintyre DVM,M,11th,Rodriguez High School,67,66
20867,Travis Mitchell,M,12th,Bailey High School,88,64
2781,Travis Munoz,M,12th,Huang High School,66,94
24148,Travis Murray,M,10th,Pena High School,98,79
5718,Travis Nolan,M,10th,Figueroa High School,80,55
14762,Travis Palmer,M,12th,Wilson High School,99,81
986,Travis Peterson,M,9th,Huang High School,81,85
29929,Travis Petty,M,10th,Rodriguez High School,69,69
3619,Travis Ramos,M,11th,Figueroa High School,94,78
20967,Travis Reyes,M,10th,Bailey High School,71,73
32201,Travis Rodriguez,M,12th,Johnson High School,63,66
37885,Travis Rosales,M,9th,Thomas High School,89,85
7842,Travis Ruiz,M,9th,Hernandez High School,71,81
6751,Travis Santos,M,10th,Shelton High School,98,74
10150,Travis Scott,M,9th,Hernandez High School,84,56
11091,Travis Shannon,M,12th,Hernandez High School,69,58
34486,Travis Smith,M,11th,Johnson High School,97,64
38679,Travis Spencer,M,11th,Thomas High School,69,68
17093,Travis Stevens,M,10th,Cabrera High School,91,92
2249,Travis Sutton,M,10th,Huang High School,86,79
22931,Travis Thompson,M,9th,Holden High School,93,96
3844,Travis Townsend,M,10th,Figueroa High School,72,92
26073,Travis Tucker,M,9th,Rodriguez High School,70,72
5226,Travis Turner,M,12th,Figueroa High School,92,91
22110,Travis Walker,M,11th,Bailey High School,77,79
18931,Travis Webb,M,9th,Bailey High School,68,67
29111,Travis Webb,M,10th,Rodriguez High School,82,93
31014,Travis Williams,M,11th,Johnson High School,95,75
25638,Travis Wood,M,9th,Wright High School,95,77
6890,Travis Woods,M,10th,Shelton High School,90,77
36068,Travis Woods,M,12th,Ford High School,84,73
23844,Travis Wyatt,M,10th,Pena High School,89,72
29596,Trevor Barber,M,10th,Rodriguez High School,88,87
25753,Trevor Bishop,M,10th,Wright High School,89,72
6663,Trevor Blackburn,M,10th,Shelton High School,77,80
6976,Trevor Clark,M,9th,Shelton High School,89,89
12795,Trevor Delgado,M,10th,Griffin High School,96,89
10053,Trevor Duke,M,11th,Hernandez High School,81,67
34089,Trevor Ellis,M,11th,Johnson High School,68,70
4171,Trevor Evans,M,11th,Figueroa High School,99,92
28970,Trevor Fields,M,12th,Rodriguez High School,91,55
28854,Trevor Green,M,9th,Rodriguez High School,74,75
3962,Trevor Hall,M,12th,Figueroa High School,96,86
13415,Trevor Howard,M,10th,Griffin High School,94,82
37281,Trevor Jones,M,10th,Ford High School,67,84
15812,Trevor Lee,M,10th,Wilson High School,81,86
8769,Trevor Martinez,M,9th,Hernandez High School,81,58
2485,Trevor Mendoza,M,9th,Huang High School,86,59
11684,Trevor Mosley,M,9th,Hernandez High School,64,83
15397,Trevor Parsons,M,10th,Wilson High School,79,78
11956,Trevor Reid,M,12th,Hernandez High School,87,94
17945,Trevor Riggs,M,12th,Bailey High School,70,87
27135,Trevor Sanchez,M,10th,Rodriguez High School,75,64
5900,Trevor Sanders,M,10th,Shelton High School,83,84
32174,Trevor Savage,M,11th,Johnson High School,98,71
13100,Trevor Smith,M,9th,Griffin High School,82,72
2450,Trevor Snyder,M,12th,Huang High School,77,66
11742,Trevor Stone,M,12th,Hernandez High School,78,71
3480,Trevor Summers DDS,M,9th,Figueroa High School,77,59
5632,Trevor Wang,M,11th,Figueroa High School,98,72
35554,Trevor Wilson,M,12th,Ford High School,97,94
24404,Tricia Johnson,F,9th,Wright High School,91,80
33367,Tricia Ruiz,F,10th,Johnson High School,87,77
7851,Tricia Taylor,F,10th,Hernandez High School,89,85
28098,Tristan Cummings,M,12th,Rodriguez High School,70,70
